Orthogroup	aus_nigra	nz_nigra
OG0016524	TRINITY_DN5480_c0_g1.p1	TRINITY_DN11656_c0_g1.p1
OG0016525	TRINITY_DN5480_c0_g1.p2	TRINITY_DN11656_c0_g1.p2
OG0016526	TRINITY_DN548340_c0_g1.p1	TRINITY_DN5117_c2_g1.p1
OG0016527	TRINITY_DN5483_c0_g1.p2	TRINITY_DN4697_c0_g1.p1
OG0016528	TRINITY_DN5485_c0_g1.p1	TRINITY_DN6973_c0_g1.p1
OG0016529	TRINITY_DN5485_c0_g1.p2	TRINITY_DN6973_c0_g1.p2
OG0016530	TRINITY_DN5486_c0_g1.p3	TRINITY_DN2907_c0_g1.p3
OG0016531	TRINITY_DN5486_c0_g1.p7	TRINITY_DN2907_c0_g1.p4
OG0016532	TRINITY_DN5487_c0_g1.p1	TRINITY_DN8734_c0_g2.p1
OG0016533	TRINITY_DN5489_c0_g1.p1	TRINITY_DN487_c0_g1.p1
OG0016534	TRINITY_DN54909_c2_g1.p2	TRINITY_DN18693_c0_g1.p1
OG0016535	TRINITY_DN549375_c0_g1.p1, TRINITY_DN588594_c0_g1.p1	
OG0016536	TRINITY_DN5493_c0_g1.p1	TRINITY_DN2247_c0_g2.p1
OG0016537	TRINITY_DN5493_c0_g1.p4	TRINITY_DN2247_c0_g2.p3
OG0016538	TRINITY_DN5493_c1_g1.p1	TRINITY_DN9280_c0_g1.p1
OG0016539	TRINITY_DN5493_c1_g1.p2	TRINITY_DN9280_c0_g1.p2
OG0016540	TRINITY_DN5494_c0_g1.p3	TRINITY_DN8109_c0_g1.p2
OG0016541	TRINITY_DN5494_c0_g2.p5	TRINITY_DN3138_c0_g1.p4
OG0016542	TRINITY_DN5494_c0_g2.p2	TRINITY_DN3138_c0_g1.p1
OG0016543	TRINITY_DN5494_c1_g1.p1	TRINITY_DN1021_c2_g1.p1
OG0016544	TRINITY_DN5497_c0_g1.p4	TRINITY_DN4610_c0_g2.p6
OG0016545	TRINITY_DN549816_c0_g1.p1	TRINITY_DN2616_c0_g1.p2
OG0016546	TRINITY_DN5498_c0_g1.p1	TRINITY_DN8489_c0_g1.p1
OG0016547	TRINITY_DN549_c0_g1.p1	TRINITY_DN13026_c0_g1.p1
OG0016548	TRINITY_DN54_c1_g1.p2	TRINITY_DN1337_c1_g2.p1
OG0016549	TRINITY_DN54_c1_g1.p14	TRINITY_DN1337_c1_g2.p3
OG0016550	TRINITY_DN54_c1_g1.p5	TRINITY_DN16_c0_g2.p3
OG0016551	TRINITY_DN5500_c0_g1.p1	TRINITY_DN38248_c0_g1.p1
OG0016552	TRINITY_DN5501_c0_g1.p1	TRINITY_DN4376_c0_g1.p2
OG0016553	TRINITY_DN55021_c0_g1.p1	TRINITY_DN83139_c0_g1.p1
OG0016554	TRINITY_DN5502_c0_g1.p1	TRINITY_DN10271_c0_g1.p1
OG0016555	TRINITY_DN550338_c0_g1.p1	TRINITY_DN3566_c0_g2.p2
OG0016556	TRINITY_DN5503_c0_g1.p1	TRINITY_DN5991_c0_g1.p2
OG0016557	TRINITY_DN5504_c0_g1.p1	TRINITY_DN10937_c0_g1.p1
OG0016558	TRINITY_DN5504_c0_g1.p2	TRINITY_DN10937_c0_g1.p2
OG0016559	TRINITY_DN550546_c0_g1.p1	TRINITY_DN148394_c0_g1.p1
OG0016560	TRINITY_DN5508_c0_g1.p1	TRINITY_DN12385_c0_g1.p3
OG0016561	TRINITY_DN5508_c0_g1.p3	TRINITY_DN12385_c0_g1.p2
OG0016562	TRINITY_DN5508_c0_g1.p2	TRINITY_DN12385_c0_g1.p1
OG0016563	TRINITY_DN5509_c0_g1.p1	TRINITY_DN3084_c0_g1.p1
OG0016564	TRINITY_DN5510_c0_g1.p1	TRINITY_DN1857_c0_g1.p1
OG0016565	TRINITY_DN5510_c0_g1.p2	TRINITY_DN814_c0_g1.p2
OG0016566	TRINITY_DN5510_c0_g2.p1	TRINITY_DN4124_c0_g1.p1
OG0016567	TRINITY_DN5510_c1_g1.p1	TRINITY_DN1032_c0_g6.p1
OG0016568	TRINITY_DN5510_c4_g2.p1	TRINITY_DN9477_c0_g1.p1
OG0016569	TRINITY_DN5510_c7_g1.p1	TRINITY_DN603_c0_g1.p1
OG0016570	TRINITY_DN5511_c0_g1.p1	TRINITY_DN11291_c0_g1.p1
OG0016571	TRINITY_DN5512_c0_g1.p1	TRINITY_DN10688_c0_g2.p1
OG0016572	TRINITY_DN5512_c0_g1.p6	TRINITY_DN13356_c0_g1.p2
OG0016573	TRINITY_DN5517_c0_g1.p6	TRINITY_DN6439_c0_g2.p1
OG0016574	TRINITY_DN5518_c0_g2.p3	TRINITY_DN8361_c0_g1.p1
OG0016575	TRINITY_DN5518_c0_g2.p1	TRINITY_DN8361_c0_g1.p3
OG0016576	TRINITY_DN5519_c0_g1.p1	TRINITY_DN15865_c0_g1.p1
OG0016577	TRINITY_DN55202_c0_g2.p1	TRINITY_DN3468_c0_g1.p4
OG0016578	TRINITY_DN5520_c0_g1.p1	TRINITY_DN3340_c0_g1.p1
OG0016579	TRINITY_DN552863_c0_g1.p1	TRINITY_DN107266_c0_g1.p3
OG0016580	TRINITY_DN5530_c0_g2.p1	TRINITY_DN2821_c0_g4.p1
OG0016581	TRINITY_DN55324_c0_g2.p1	TRINITY_DN10685_c0_g1.p3
OG0016582	TRINITY_DN5534_c0_g1.p3, TRINITY_DN8898_c0_g1.p4	
OG0016583	TRINITY_DN553552_c0_g1.p1	TRINITY_DN145387_c0_g1.p1
OG0016584	TRINITY_DN5535_c0_g1.p1	TRINITY_DN7342_c0_g1.p1
OG0016585	TRINITY_DN5536_c0_g1.p1	TRINITY_DN9481_c0_g1.p1
OG0016586	TRINITY_DN5537_c1_g1.p1	TRINITY_DN10332_c0_g1.p1
OG0016587	TRINITY_DN553_c0_g1.p3	TRINITY_DN2136_c0_g1.p1
OG0016588	TRINITY_DN553_c0_g1.p2	TRINITY_DN2136_c0_g1.p5
OG0016589	TRINITY_DN554223_c0_g1.p1	TRINITY_DN69233_c0_g1.p1
OG0016590	TRINITY_DN55442_c0_g1.p1	TRINITY_DN46816_c0_g1.p2
OG0016591	TRINITY_DN5545_c0_g1.p1	TRINITY_DN4644_c0_g1.p1
OG0016592	TRINITY_DN5546_c0_g1.p1	TRINITY_DN7077_c1_g1.p1
OG0016593	TRINITY_DN5547_c0_g1.p3	TRINITY_DN11037_c0_g1.p3
OG0016594	TRINITY_DN5549_c0_g1.p1	TRINITY_DN40282_c0_g1.p1
OG0016595	TRINITY_DN554_c0_g1.p1	TRINITY_DN5833_c0_g1.p1
OG0016596	TRINITY_DN5551_c0_g1.p1	TRINITY_DN4127_c0_g2.p1
OG0016597	TRINITY_DN555275_c0_g1.p1, TRINITY_DN73834_c0_g1.p1	
OG0016598	TRINITY_DN5552_c0_g1.p1	TRINITY_DN1992_c0_g1.p1
OG0016599	TRINITY_DN555313_c0_g1.p2, TRINITY_DN97327_c0_g1.p2	
OG0016600	TRINITY_DN5553_c0_g1.p2	TRINITY_DN3870_c0_g1.p2
OG0016601	TRINITY_DN5553_c0_g1.p1	TRINITY_DN3870_c0_g1.p1
OG0016602	TRINITY_DN5554_c1_g1.p1	TRINITY_DN10373_c0_g1.p1
OG0016603	TRINITY_DN555660_c0_g1.p1	TRINITY_DN73017_c0_g1.p1
OG0016604	TRINITY_DN5558_c0_g1.p1	TRINITY_DN3834_c0_g1.p1
OG0016605	TRINITY_DN55593_c0_g1.p1	TRINITY_DN7600_c0_g4.p1
OG0016606	TRINITY_DN555_c0_g1.p1	TRINITY_DN443_c0_g1.p1
OG0016607	TRINITY_DN5560_c0_g1.p1	TRINITY_DN3926_c0_g1.p1
OG0016608	TRINITY_DN5561_c1_g1.p2	TRINITY_DN2469_c0_g1.p1
OG0016609	TRINITY_DN5561_c1_g1.p10	TRINITY_DN3629_c0_g1.p1
OG0016610	TRINITY_DN5562_c0_g1.p1	TRINITY_DN1241_c1_g1.p4
OG0016611	TRINITY_DN5563_c1_g1.p1	TRINITY_DN2593_c1_g2.p1
OG0016612	TRINITY_DN5563_c1_g2.p1	TRINITY_DN122_c2_g1.p1
OG0016613	TRINITY_DN5565_c0_g1.p1	TRINITY_DN7003_c0_g2.p1
OG0016614	TRINITY_DN5566_c0_g1.p1	TRINITY_DN1247_c0_g4.p1
OG0016615	TRINITY_DN5569_c0_g1.p3	TRINITY_DN3768_c0_g1.p1
OG0016616	TRINITY_DN556_c0_g1.p1	TRINITY_DN16618_c0_g1.p1
OG0016617	TRINITY_DN556_c0_g1.p4	TRINITY_DN16618_c0_g1.p2
OG0016618	TRINITY_DN556_c0_g2.p2	TRINITY_DN2268_c0_g1.p2
OG0016619	TRINITY_DN5570_c0_g1.p1	TRINITY_DN2357_c0_g1.p1
OG0016620	TRINITY_DN5571_c0_g1.p1	TRINITY_DN3012_c0_g1.p1
OG0016621	TRINITY_DN5573_c0_g1.p1	TRINITY_DN1353_c0_g2.p1
OG0016622	TRINITY_DN5575_c0_g1.p1	TRINITY_DN1818_c0_g1.p7
OG0016623	TRINITY_DN557818_c0_g1.p3	TRINITY_DN10979_c0_g1.p7
OG0016624	TRINITY_DN5578_c0_g1.p1	TRINITY_DN2371_c0_g1.p1
OG0016625	TRINITY_DN55794_c0_g1.p1	TRINITY_DN7502_c0_g1.p3
OG0016626	TRINITY_DN557_c0_g1.p1	TRINITY_DN1056_c0_g1.p1
OG0016627	TRINITY_DN5582_c0_g1.p1	TRINITY_DN4659_c0_g1.p1
OG0016628	TRINITY_DN5587_c0_g1.p1	TRINITY_DN5918_c0_g1.p2
OG0016629	TRINITY_DN558_c0_g1.p4	TRINITY_DN2555_c0_g1.p6
OG0016630	TRINITY_DN558_c0_g1.p2	TRINITY_DN2555_c0_g1.p2
OG0016631	TRINITY_DN558_c0_g1.p6	TRINITY_DN2555_c0_g1.p4
OG0016632	TRINITY_DN558_c0_g1.p3	TRINITY_DN2555_c0_g1.p3
OG0016633	TRINITY_DN5591_c0_g1.p1	TRINITY_DN4645_c0_g1.p1
OG0016634	TRINITY_DN5593_c0_g1.p1	TRINITY_DN1771_c0_g4.p1
OG0016635	TRINITY_DN5595_c0_g1.p1	TRINITY_DN2170_c0_g2.p1
OG0016636	TRINITY_DN5595_c1_g1.p1	TRINITY_DN2408_c0_g5.p1
OG0016637	TRINITY_DN559671_c0_g1.p1	TRINITY_DN22938_c0_g3.p1
OG0016638	TRINITY_DN559675_c0_g1.p2	TRINITY_DN27342_c0_g1.p2
OG0016639	TRINITY_DN5596_c0_g1.p1	TRINITY_DN1608_c0_g1.p3
OG0016640	TRINITY_DN5597_c0_g1.p1	TRINITY_DN5622_c0_g1.p2
OG0016641	TRINITY_DN5598_c0_g2.p1	TRINITY_DN20855_c0_g1.p1
OG0016642	TRINITY_DN559967_c0_g1.p1	TRINITY_DN30690_c0_g1.p1
OG0016643	TRINITY_DN5607_c0_g1.p1	TRINITY_DN7087_c0_g1.p1
OG0016644	TRINITY_DN5608_c0_g1.p1	TRINITY_DN5672_c0_g3.p1
OG0016645	TRINITY_DN560_c0_g1.p3	TRINITY_DN1910_c0_g1.p8
OG0016646	TRINITY_DN560_c0_g1.p1	TRINITY_DN5887_c0_g2.p1
OG0016647	TRINITY_DN5610_c0_g1.p1	TRINITY_DN14094_c0_g1.p1
OG0016648	TRINITY_DN5611_c0_g1.p2	TRINITY_DN7373_c0_g1.p1
OG0016649	TRINITY_DN56128_c0_g2.p1	TRINITY_DN865_c0_g2.p3
OG0016650	TRINITY_DN5616_c0_g1.p2	TRINITY_DN1402_c0_g1.p1
OG0016651	TRINITY_DN561848_c0_g1.p1	TRINITY_DN21095_c0_g1.p2
OG0016652	TRINITY_DN5618_c0_g1.p3	TRINITY_DN5506_c0_g1.p6
OG0016653	TRINITY_DN561_c0_g1.p2	TRINITY_DN87_c0_g2.p2
OG0016654	TRINITY_DN5620_c0_g1.p1	TRINITY_DN3748_c0_g1.p1
OG0016655	TRINITY_DN5623_c0_g1.p1	TRINITY_DN1373_c0_g1.p3
OG0016656	TRINITY_DN5624_c0_g1.p1	TRINITY_DN2129_c0_g1.p1
OG0016657	TRINITY_DN5625_c0_g1.p2	TRINITY_DN1021_c0_g3.p1
OG0016658	TRINITY_DN5625_c0_g1.p5	TRINITY_DN3869_c0_g1.p4
OG0016659	TRINITY_DN5626_c0_g1.p1	TRINITY_DN9349_c0_g1.p1
OG0016660	TRINITY_DN5627_c0_g1.p1	TRINITY_DN3701_c0_g1.p1
OG0016661	TRINITY_DN5627_c0_g1.p2	TRINITY_DN3701_c0_g1.p2
OG0016662	TRINITY_DN5628_c0_g1.p1	TRINITY_DN6209_c0_g1.p3
OG0016663	TRINITY_DN5628_c0_g1.p4	TRINITY_DN6209_c0_g1.p2
OG0016664	TRINITY_DN5630_c0_g1.p2	TRINITY_DN5078_c0_g1.p3
OG0016665	TRINITY_DN5630_c0_g1.p1, TRINITY_DN74328_c0_g2.p1	
OG0016666	TRINITY_DN5632_c0_g1.p2	TRINITY_DN25185_c0_g1.p3
OG0016667	TRINITY_DN5633_c0_g1.p1	TRINITY_DN6543_c0_g3.p1
OG0016668	TRINITY_DN56363_c1_g1.p1	TRINITY_DN33380_c0_g1.p1
OG0016669	TRINITY_DN56363_c1_g2.p1	TRINITY_DN34796_c0_g1.p1
OG0016670	TRINITY_DN5638_c0_g1.p1	TRINITY_DN363_c0_g1.p1
OG0016671	TRINITY_DN5638_c0_g1.p3	TRINITY_DN363_c0_g2.p2
OG0016672	TRINITY_DN563_c0_g1.p2	TRINITY_DN2497_c0_g1.p1
OG0016673	TRINITY_DN5640_c0_g1.p5	TRINITY_DN7252_c0_g3.p2
OG0016674	TRINITY_DN5641_c0_g1.p1	TRINITY_DN17438_c0_g2.p1
OG0016675	TRINITY_DN5642_c0_g1.p2	TRINITY_DN13106_c0_g1.p6
OG0016676	TRINITY_DN5644_c0_g1.p2	TRINITY_DN3885_c0_g1.p2
OG0016677	TRINITY_DN5645_c0_g1.p1	TRINITY_DN1719_c0_g1.p2
OG0016678	TRINITY_DN5646_c0_g1.p1	TRINITY_DN9005_c0_g1.p3
OG0016679	TRINITY_DN5649_c0_g1.p1	TRINITY_DN1785_c0_g1.p1
OG0016680	TRINITY_DN56508_c0_g1.p1	TRINITY_DN18677_c0_g2.p1
OG0016681	TRINITY_DN56542_c0_g1.p1	TRINITY_DN36671_c0_g1.p1
OG0016682	TRINITY_DN5654_c0_g1.p1	TRINITY_DN2224_c0_g1.p2
OG0016683	TRINITY_DN565570_c0_g1.p1, TRINITY_DN565905_c0_g1.p1	
OG0016684	TRINITY_DN5655_c0_g1.p1	TRINITY_DN2661_c0_g1.p1
OG0016685	TRINITY_DN565_c0_g1.p1	TRINITY_DN176_c0_g1.p1
OG0016686	TRINITY_DN565_c0_g2.p1	TRINITY_DN4623_c0_g3.p1
OG0016687	TRINITY_DN565_c1_g1.p1	TRINITY_DN4029_c0_g1.p2
OG0016688	TRINITY_DN565_c1_g1.p3	TRINITY_DN9165_c0_g1.p1
OG0016689	TRINITY_DN565_c1_g2.p2	TRINITY_DN748_c0_g1.p1
OG0016690	TRINITY_DN565_c1_g2.p1	TRINITY_DN3543_c6_g1.p1
OG0016691	TRINITY_DN565_c5_g1.p1	TRINITY_DN2400_c1_g1.p1
OG0016692	TRINITY_DN565_c6_g1.p1	TRINITY_DN5832_c0_g4.p1
OG0016693	TRINITY_DN5663_c0_g1.p3	TRINITY_DN5954_c0_g1.p2
OG0016694	TRINITY_DN5663_c0_g1.p1	TRINITY_DN5954_c0_g1.p1
OG0016695	TRINITY_DN5664_c0_g1.p1	TRINITY_DN13329_c0_g1.p1
OG0016696	TRINITY_DN5667_c0_g1.p1	TRINITY_DN1833_c0_g1.p1
OG0016697	TRINITY_DN5668_c1_g1.p1	TRINITY_DN5818_c0_g1.p1
OG0016698	TRINITY_DN56693_c0_g2.p1	TRINITY_DN3655_c0_g1.p2
OG0016699	TRINITY_DN566_c0_g2.p1	TRINITY_DN7989_c0_g1.p2
OG0016700	TRINITY_DN5673_c0_g1.p2	TRINITY_DN8173_c0_g1.p2
OG0016701	TRINITY_DN5675_c0_g1.p2	TRINITY_DN4038_c0_g1.p1
OG0016702	TRINITY_DN5675_c0_g1.p1	TRINITY_DN4038_c0_g1.p2
OG0016703	TRINITY_DN5678_c0_g1.p1	TRINITY_DN2284_c0_g1.p3
OG0016704	TRINITY_DN5678_c0_g1.p2	TRINITY_DN2284_c0_g1.p1
OG0016705	TRINITY_DN5679_c0_g1.p1	TRINITY_DN382_c0_g1.p1
OG0016706	TRINITY_DN567_c0_g1.p1	TRINITY_DN5154_c0_g1.p1
OG0016707	TRINITY_DN5681_c0_g1.p1	TRINITY_DN20623_c0_g1.p1
OG0016708	TRINITY_DN5682_c0_g1.p1	TRINITY_DN8230_c0_g2.p2
OG0016709	TRINITY_DN568371_c0_g1.p1	TRINITY_DN140389_c0_g1.p1
OG0016710	TRINITY_DN5684_c0_g1.p1	TRINITY_DN13467_c0_g1.p1
OG0016711	TRINITY_DN5685_c0_g1.p3	TRINITY_DN4026_c0_g1.p2
OG0016712	TRINITY_DN5685_c0_g1.p1	TRINITY_DN4026_c0_g1.p1
OG0016713	TRINITY_DN5686_c0_g1.p4	TRINITY_DN9700_c0_g1.p3
OG0016714	TRINITY_DN5686_c0_g1.p1	TRINITY_DN7210_c0_g1.p2
OG0016715	TRINITY_DN5686_c0_g1.p2	TRINITY_DN9700_c0_g1.p2
OG0016716	TRINITY_DN5687_c0_g1.p1	TRINITY_DN35475_c0_g1.p1
OG0016717	TRINITY_DN5688_c0_g1.p1	TRINITY_DN5402_c0_g1.p1
OG0016718	TRINITY_DN5689_c0_g1.p1	TRINITY_DN8010_c0_g1.p1
OG0016719	TRINITY_DN568_c0_g1.p1	TRINITY_DN498_c0_g1.p1
OG0016720	TRINITY_DN5690_c0_g1.p1	TRINITY_DN283_c0_g1.p1
OG0016721	TRINITY_DN5693_c1_g1.p2	TRINITY_DN11664_c0_g1.p3
OG0016722	TRINITY_DN5694_c0_g1.p1	TRINITY_DN2217_c0_g1.p1
OG0016723	TRINITY_DN5694_c1_g1.p2	TRINITY_DN1097_c1_g2.p3
OG0016724	TRINITY_DN569681_c0_g1.p1	TRINITY_DN38669_c0_g1.p1
OG0016725	TRINITY_DN5697_c0_g1.p1	TRINITY_DN2483_c1_g1.p2
OG0016726	TRINITY_DN5697_c0_g1.p2	TRINITY_DN2483_c1_g1.p5
OG0016727	TRINITY_DN5699_c0_g1.p1	TRINITY_DN14591_c0_g1.p1
OG0016728	TRINITY_DN569_c0_g1.p4	TRINITY_DN18259_c0_g2.p1
OG0016729	TRINITY_DN569_c0_g1.p6	TRINITY_DN2648_c0_g1.p5
OG0016730	TRINITY_DN5700_c0_g1.p1	TRINITY_DN2849_c0_g1.p1
OG0016731	TRINITY_DN5700_c0_g1.p2	TRINITY_DN2849_c0_g1.p2
OG0016732	TRINITY_DN5700_c1_g1.p1	TRINITY_DN5975_c0_g2.p2
OG0016733	TRINITY_DN5700_c1_g1.p2	TRINITY_DN9804_c0_g1.p1
OG0016734	TRINITY_DN5701_c0_g1.p1	TRINITY_DN1023_c0_g1.p1
OG0016735	TRINITY_DN570286_c0_g1.p1	TRINITY_DN52906_c0_g1.p1
OG0016736	TRINITY_DN570648_c0_g1.p1, TRINITY_DN593005_c0_g1.p1	
OG0016737	TRINITY_DN5711_c0_g1.p1	TRINITY_DN44127_c0_g1.p1
OG0016738	TRINITY_DN5713_c0_g1.p1	TRINITY_DN2505_c0_g1.p1
OG0016739	TRINITY_DN5716_c0_g1.p3	TRINITY_DN19113_c0_g1.p3
OG0016740	TRINITY_DN5716_c0_g1.p1	TRINITY_DN19113_c0_g1.p2
OG0016741	TRINITY_DN5717_c1_g1.p2	TRINITY_DN30049_c1_g1.p2
OG0016742	TRINITY_DN5719_c0_g1.p1	TRINITY_DN3595_c0_g1.p1
OG0016743	TRINITY_DN5719_c0_g2.p1	TRINITY_DN3595_c0_g1.p3
OG0016744	TRINITY_DN5722_c0_g1.p1	TRINITY_DN3504_c0_g1.p2
OG0016745	TRINITY_DN5723_c0_g1.p1	TRINITY_DN2229_c0_g2.p1
OG0016746	TRINITY_DN5723_c0_g1.p3	TRINITY_DN4335_c0_g1.p3
OG0016747	TRINITY_DN5725_c0_g1.p1	TRINITY_DN17207_c0_g2.p1
OG0016748	TRINITY_DN5726_c0_g1.p2	TRINITY_DN10801_c0_g1.p4
OG0016749	TRINITY_DN5726_c0_g1.p1	TRINITY_DN10801_c0_g1.p1
OG0016750	TRINITY_DN5727_c0_g1.p1	TRINITY_DN166_c0_g3.p1
OG0016751	TRINITY_DN5728_c0_g1.p1	TRINITY_DN16661_c0_g1.p1
OG0016752	TRINITY_DN5729_c0_g1.p1	TRINITY_DN1973_c0_g1.p1
OG0016753	TRINITY_DN572_c0_g1.p3	TRINITY_DN5056_c0_g1.p2
OG0016754	TRINITY_DN5731_c0_g1.p1	TRINITY_DN8607_c0_g1.p1
OG0016755	TRINITY_DN5733_c0_g1.p3	TRINITY_DN5068_c0_g1.p1
OG0016756	TRINITY_DN5733_c0_g1.p2	TRINITY_DN5068_c0_g1.p5
OG0016757	TRINITY_DN5733_c0_g1.p1	TRINITY_DN1794_c0_g1.p1
OG0016758	TRINITY_DN5734_c0_g1.p1	TRINITY_DN10325_c0_g1.p1
OG0016759	TRINITY_DN5735_c0_g1.p1	TRINITY_DN1628_c0_g1.p1
OG0016760	TRINITY_DN5736_c0_g1.p1	TRINITY_DN6874_c0_g1.p2
OG0016761	TRINITY_DN5738_c0_g1.p1	TRINITY_DN1545_c0_g1.p2
OG0016762	TRINITY_DN57394_c0_g1.p1	TRINITY_DN49517_c0_g1.p1
OG0016763	TRINITY_DN5739_c0_g1.p4	TRINITY_DN17104_c0_g2.p3
OG0016764	TRINITY_DN5739_c0_g1.p1	TRINITY_DN17104_c0_g2.p1
OG0016765	TRINITY_DN573_c0_g1.p3	TRINITY_DN2068_c0_g3.p1
OG0016766	TRINITY_DN5741_c0_g1.p1	TRINITY_DN18_c0_g1.p1
OG0016767	TRINITY_DN5742_c0_g1.p1	TRINITY_DN7150_c0_g1.p2
OG0016768	TRINITY_DN5746_c0_g1.p1	TRINITY_DN8753_c0_g1.p1
OG0016769	TRINITY_DN5751_c1_g1.p2	TRINITY_DN3667_c0_g2.p1
OG0016770	TRINITY_DN5751_c1_g1.p1	TRINITY_DN3667_c0_g2.p2
OG0016771	TRINITY_DN5754_c0_g1.p4	TRINITY_DN10267_c0_g3.p1
OG0016772	TRINITY_DN5755_c0_g1.p2	TRINITY_DN2997_c0_g1.p1
OG0016773	TRINITY_DN5757_c0_g1.p1	TRINITY_DN7567_c0_g1.p2
OG0016774	TRINITY_DN57583_c0_g1.p1	TRINITY_DN45080_c0_g2.p1
OG0016775	TRINITY_DN57583_c0_g1.p3	TRINITY_DN45080_c0_g2.p2
OG0016776	TRINITY_DN5759_c0_g1.p1	TRINITY_DN129775_c0_g1.p1
OG0016777	TRINITY_DN5760_c0_g1.p1	TRINITY_DN7667_c0_g1.p4
OG0016778	TRINITY_DN57611_c0_g1.p2	TRINITY_DN13438_c0_g1.p1
OG0016779	TRINITY_DN5762_c0_g1.p1	TRINITY_DN3543_c3_g2.p2
OG0016780	TRINITY_DN5762_c0_g1.p4	TRINITY_DN2930_c0_g1.p2
OG0016781	TRINITY_DN5763_c0_g1.p2	TRINITY_DN2976_c0_g1.p1
OG0016782	TRINITY_DN5764_c0_g1.p1	TRINITY_DN593_c0_g1.p1
OG0016783	TRINITY_DN5765_c0_g1.p1	TRINITY_DN4102_c0_g1.p1
OG0016784	TRINITY_DN5765_c0_g1.p4	TRINITY_DN4102_c0_g1.p2
OG0016785	TRINITY_DN5765_c0_g1.p3	TRINITY_DN2574_c0_g2.p2
OG0016786	TRINITY_DN5768_c0_g1.p1	TRINITY_DN623_c0_g1.p1
OG0016787	TRINITY_DN5769_c0_g1.p1	TRINITY_DN1995_c0_g1.p2
OG0016788	TRINITY_DN5770_c0_g1.p4	TRINITY_DN6380_c0_g1.p2
OG0016789	TRINITY_DN5770_c0_g1.p2	TRINITY_DN6380_c0_g1.p3
OG0016790	TRINITY_DN5770_c0_g1.p1	TRINITY_DN6380_c0_g1.p1
OG0016791	TRINITY_DN5771_c0_g1.p1	TRINITY_DN477_c0_g1.p1
OG0016792	TRINITY_DN5772_c0_g1.p1	TRINITY_DN9345_c0_g1.p1
OG0016793	TRINITY_DN5776_c0_g1.p1	TRINITY_DN2145_c0_g9.p1
OG0016794	TRINITY_DN5779_c0_g1.p2	TRINITY_DN1016_c0_g1.p2
OG0016795	TRINITY_DN577_c0_g1.p1	TRINITY_DN4741_c0_g1.p2
OG0016796	TRINITY_DN5780_c0_g1.p1	TRINITY_DN44126_c0_g1.p1
OG0016797	TRINITY_DN5781_c0_g1.p2	TRINITY_DN4591_c0_g3.p3
OG0016798	TRINITY_DN5781_c0_g1.p1	TRINITY_DN4591_c0_g3.p2
OG0016799	TRINITY_DN5781_c0_g2.p1	TRINITY_DN1069_c0_g1.p1
OG0016800	TRINITY_DN5782_c0_g5.p1	TRINITY_DN2157_c0_g3.p3
OG0016801	TRINITY_DN5785_c0_g1.p1	TRINITY_DN7569_c0_g1.p1
OG0016802	TRINITY_DN5786_c0_g1.p1	TRINITY_DN448_c0_g1.p1
OG0016803	TRINITY_DN5786_c0_g1.p3	TRINITY_DN448_c0_g1.p6
OG0016804	TRINITY_DN5786_c1_g1.p1	TRINITY_DN423_c0_g2.p2
OG0016805	TRINITY_DN5787_c1_g1.p1	TRINITY_DN5117_c2_g2.p2
OG0016806	TRINITY_DN5787_c6_g1.p1	TRINITY_DN2537_c1_g3.p1
OG0016807	TRINITY_DN578828_c0_g1.p2	TRINITY_DN8600_c0_g1.p1
OG0016808	TRINITY_DN5788_c0_g1.p1	TRINITY_DN7034_c0_g1.p1
OG0016809	TRINITY_DN5788_c0_g1.p3	TRINITY_DN7034_c0_g1.p3
OG0016810	TRINITY_DN578_c0_g1.p2	TRINITY_DN6870_c0_g1.p1
OG0016811	TRINITY_DN5790_c0_g1.p1	TRINITY_DN17918_c0_g1.p1
OG0016812	TRINITY_DN5791_c0_g1.p1	TRINITY_DN7603_c0_g1.p2
OG0016813	TRINITY_DN5791_c0_g1.p2	TRINITY_DN7603_c0_g1.p1
OG0016814	TRINITY_DN5792_c0_g1.p3	TRINITY_DN10368_c1_g1.p1
OG0016815	TRINITY_DN5796_c0_g1.p1	TRINITY_DN6953_c0_g1.p1
OG0016816	TRINITY_DN5798_c0_g1.p1	TRINITY_DN4671_c0_g1.p1
OG0016817	TRINITY_DN5798_c0_g1.p3	TRINITY_DN8528_c0_g2.p2
OG0016818	TRINITY_DN579_c0_g1.p1	TRINITY_DN3592_c39_g1.p1
OG0016819	TRINITY_DN57_c0_g1.p1	TRINITY_DN3472_c0_g4.p1
OG0016820	TRINITY_DN57_c1_g1.p1	TRINITY_DN10599_c0_g1.p1
OG0016821	TRINITY_DN5802_c0_g2.p1	TRINITY_DN6073_c0_g1.p1
OG0016822	TRINITY_DN580367_c0_g1.p1	TRINITY_DN10975_c0_g1.p1
OG0016823	TRINITY_DN5803_c0_g1.p2	TRINITY_DN9663_c0_g1.p2
OG0016824	TRINITY_DN580403_c0_g1.p1	TRINITY_DN44275_c0_g1.p1
OG0016825	TRINITY_DN580416_c0_g1.p1	TRINITY_DN4534_c0_g1.p4
OG0016826	TRINITY_DN5804_c0_g1.p1	TRINITY_DN9174_c0_g2.p1
OG0016827	TRINITY_DN5804_c0_g2.p2	TRINITY_DN15982_c0_g1.p1
OG0016828	TRINITY_DN5804_c0_g2.p1	TRINITY_DN15982_c0_g1.p2
